unit,actual_rul,predicted_rul_mean,predicted_rul_median,mc_standard_deviation,raw_percentile_05,raw_percentile_95,calibrated_lower_bound,calibrated_upper_bound,interval_width,prediction_error,absolute_error,confidence,health_status,recommendation,actual_inside_interval,ridge_prediction,model_disagreement,disagreement_level,conservative_rul,engine_condition,prediction_trust,review_flag,risk_score,operational_action,condition_priority,review_priority
50,79.0,105.00215911865234,106.14276123046876,15.94013214111328,76.20365905761719,125.0,81.75151062011719,125.0,43.24848937988281,26.002159118652344,26.002159118652344,Low,Healthy,Manual review required,False,96.41364,8.588519118652343,Low,81.75151062011719,Healthy,Low,Recommended,54.59879150390625,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
25,125.0,103.980224609375,104.02902221679688,15.111771583557127,80.85843658447266,125.0,81.86651611328125,125.0,43.13348388671875,-21.019775390625,21.019775390625,Low,Healthy,Manual review required,True,109.087234,5.107009390624995,Low,81.86651611328125,Healthy,Low,Recommended,54.506787109375004,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
6,93.0,106.62970733642578,108.76651000976562,16.53902816772461,74.5411605834961,125.0,82.55706024169922,125.0,42.44293975830078,13.62970733642578,13.62970733642578,Low,Healthy,Manual review required,True,98.403564,8.226143336425778,Low,82.55706024169922,Healthy,Low,Recommended,53.954351806640624,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
28,97.0,108.86508178710938,109.86382293701172,17.667285919189453,77.35248565673828,125.0,83.24388122558594,125.0,41.75611877441406,11.865081787109377,11.865081787109377,Low,Healthy,Manual review required,True,104.26874,4.596341787109381,Low,83.24388122558594,Healthy,Low,Recommended,53.40489501953125,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
75,113.0,108.5825424194336,112.73277282714844,16.902339935302734,81.04242706298828,125.0,84.01124572753906,125.0,40.98875427246094,-4.417457580566406,4.417457580566406,Low,Healthy,Manual review required,True,100.4414,8.141142419433592,Low,84.01124572753906,Healthy,Low,Recommended,52.791003417968746,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
2,98.0,109.9314422607422,111.02482604980467,17.418781280517578,77.07344818115234,125.0,84.65132141113281,125.0,40.34867858886719,11.931442260742188,11.931442260742188,Low,Healthy,Manual review required,True,114.53343,4.601987739257794,Low,84.65132141113281,Healthy,Low,Recommended,52.278942871093754,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
88,115.0,107.97561645507812,108.55712890625,15.979601860046388,76.35771179199219,125.0,84.67079162597656,125.0,40.32920837402344,-7.024383544921875,7.024383544921875,Low,Healthy,Manual review required,True,108.13304,0.15742354492186905,Low,84.67079162597656,Healthy,Low,Recommended,52.26336669921876,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
15,83.0,108.15530395507812,110.62657928466795,15.76251220703125,80.42062377929688,125.0,85.1484375,125.0,39.8515625,25.155303955078125,25.155303955078125,Low,Healthy,Manual review required,False,102.473175,5.682128955078127,Low,85.1484375,Healthy,Low,Recommended,51.88125000000001,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
33,106.0,109.11275482177734,109.53594207763672,15.797381401062012,86.17122650146484,125.0,86.05802917480469,125.0,38.94197082519531,3.112754821777344,3.112754821777344,Low,Healthy,Manual review required,True,101.540665,7.57208982177734,Low,86.05802917480469,Healthy,Low,Recommended,51.15357666015625,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
22,111.0,108.81110382080078,109.46376037597656,15.52757167816162,77.85587310791016,125.0,86.12670135498047,125.0,38.87329864501953,-2.1888961791992188,2.1888961791992188,Low,Healthy,Manual review required,True,115.53349,6.722386179199219,Low,86.12670135498047,Healthy,Low,Recommended,51.09863891601562,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
16,84.0,103.3309097290039,103.16667175292967,14.935527801513672,81.01655578613281,125.0,81.45909881591797,125.0,43.54090118408203,19.330909729003903,19.330909729003903,Low,Healthy,Manual review required,True,106.55716,3.22625027099609,Low,81.45909881591797,Healthy,Medium,Recommended,46.83272094726563,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
85,118.0,111.40779113769533,111.2810516357422,14.374398231506348,79.63487243652344,125.0,90.30613708496094,125.0,34.69386291503906,-6.592208862304688,6.592208862304688,Low,Healthy,Manual review required,True,128.27818,16.870388862304665,Medium,90.30613708496094,Healthy,Medium,Recommended,41.75509033203125,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
60,100.0,108.9115753173828,108.7758560180664,14.359947204589844,77.67991638183594,125.0,87.82975769042969,125.0,37.17024230957031,8.911575317382812,8.911575317382812,Low,Healthy,Manual review required,True,100.11636,8.795215317382798,Low,87.82975769042969,Healthy,Medium,Recommended,41.736193847656246,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
71,118.0,109.85456848144533,113.47503662109376,14.890111923217772,81.17070007324219,125.0,88.04508972167969,125.0,36.95491027832031,-8.145431518554688,8.145431518554688,Low,Healthy,Manual review required,True,111.1304,1.2758315185546678,Low,88.04508972167969,Healthy,Medium,Recommended,41.56392822265626,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
1,112.0,110.19440460205078,116.8577880859375,14.993168830871582,82.77900695800781,125.0,88.24348449707031,125.0,36.75651550292969,-1.8055953979492188,1.8055953979492188,Low,Healthy,Manual review required,True,112.268524,2.074119397949218,Low,88.24348449707031,Healthy,Medium,Recommended,41.40521240234375,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
59,114.0,111.7665023803711,117.59634399414062,14.885224342346191,85.93355560302734,125.0,89.96372985839844,125.0,35.03627014160156,-2.2334976196289062,2.2334976196289062,Low,Healthy,Manual review required,True,102.64316,9.1233423803711,Low,89.96372985839844,Healthy,Medium,Recommended,40.029016113281244,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
54,97.0,114.03466033935548,121.612060546875,14.59324836730957,79.28924560546875,125.0,92.63262939453124,125.0,32.36737060546875,17.03466033935547,17.03466033935547,Low,Healthy,Manual review required,True,100.1524,13.882260339355483,Medium,92.63262939453124,Healthy,Medium,Recommended,39.89389648437501,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
39,125.0,114.5934829711914,121.61355590820312,13.91111183166504,90.3927001953125,125.0,94.12770080566406,125.0,30.872299194335938,-10.406517028808594,10.406517028808594,Low,Healthy,Manual review required,True,128.33376,13.740277028808606,Medium,94.12770080566406,Healthy,Medium,Recommended,38.69783935546876,Continue normal operation and routine condition monitoring. Engineering review is recommended because the prediction contains elevated uncertainty.,4,2
89,125.0,112.0966796875,111.31057739257812,14.530625343322754,89.80150604248047,125.0,90.78060913085938,125.0,34.219390869140625,-12.9033203125,12.9033203125,Low,Healthy,Manual review required,True,105.43601,6.660669687500004,Low,90.78060913085938,Healthy,Medium,Not required,34.375512695312494,Continue normal operation and routine condition monitoring.,4,3
9,111.0,112.73968505859376,111.11398315429688,14.313823699951172,92.09044647216795,125.0,91.72117614746094,125.0,33.27882385253906,1.73968505859375,1.73968505859375,Low,Healthy,Manual review required,True,110.62798,2.1117050585937704,Low,91.72117614746094,Healthy,Medium,Not required,33.623059082031254,Continue normal operation and routine condition monitoring.,4,3
86,89.0,112.83203887939452,117.9474868774414,13.98923110961914,84.8794937133789,125.0,92.259033203125,125.0,32.740966796875,23.83203887939453,23.83203887939453,Low,Healthy,Manual review required,False,103.940125,8.891913879394522,Low,92.259033203125,Healthy,Medium,Not required,33.19277343750001,Continue normal operation and routine condition monitoring.,4,3
55,125.0,112.51029205322266,115.86104583740234,13.151386260986328,88.00743865966797,125.0,93.08724975585938,125.0,31.912750244140625,-12.489707946777344,12.489707946777344,Low,Healthy,Manual review required,True,112.041145,0.46914705322265604,Low,93.08724975585938,Healthy,Medium,Not required,32.5302001953125,Continue normal operation and routine condition monitoring.,4,3
73,125.0,113.05455017089844,117.75940704345705,12.998543739318848,88.17411804199219,125.0,93.8412857055664,125.0,31.158714294433597,-11.945449829101562,11.945449829101562,Low,Healthy,Manual review required,True,107.87061,5.183940170898438,Low,93.8412857055664,Healthy,Medium,Not required,31.926971435546875,Continue normal operation and routine condition monitoring.,4,3
99,117.0,114.20671844482422,120.18328857421876,13.200207710266112,88.0422592163086,125.0,94.71666717529295,125.0,30.28333282470703,-2.793281555175781,2.793281555175781,Low,Healthy,Manual review required,True,105.18067,9.026048444824212,Low,94.71666717529295,Healthy,Medium,Not required,31.22666625976564,Continue normal operation and routine condition monitoring.,4,3
26,119.0,113.1062469482422,116.65521240234376,11.863445281982422,89.19783020019531,125.0,95.450927734375,125.0,29.549072265625,-5.8937530517578125,5.8937530517578125,Low,Healthy,Manual review required,True,115.569016,2.462769051757803,Low,95.450927734375,Healthy,Medium,Not required,30.639257812500002,Continue normal operation and routine condition monitoring.,4,3
23,113.0,114.99488067626952,121.1181640625,13.183862686157228,88.92630767822266,125.0,95.52726745605467,125.0,29.472732543945312,1.9948806762695312,1.9948806762695312,Low,Healthy,Manual review required,True,122.39459,7.399709323730477,Low,95.52726745605467,Healthy,Medium,Not required,30.578186035156257,Continue normal operation and routine condition monitoring.,4,3
87,116.0,115.14362335205078,120.69080352783205,13.066366195678713,88.6568603515625,125.0,95.83727264404295,125.0,29.16272735595703,-0.8563766479492188,0.8563766479492188,Low,Healthy,Manual review required,True,125.03398,9.890356647949218,Low,95.83727264404295,Healthy,Medium,Not required,30.330181884765633,Continue normal operation and routine condition monitoring.,4,3
67,77.0,114.56389617919922,119.9092254638672,12.292606353759766,88.80716705322266,125.0,96.31954193115234,125.0,28.680458068847656,37.56389617919922,37.56389617919922,Low,Healthy,Manual review required,False,111.55588,3.008016179199217,Low,96.31954193115234,Healthy,Medium,Not required,29.944366455078125,Continue normal operation and routine condition monitoring.,4,3
65,125.0,116.46438598632812,122.30598449707033,10.88325023651123,91.8282470703125,125.0,100.15440368652344,125.0,24.84559631347656,-8.535614013671875,8.535614013671875,Low,Healthy,Manual review required,True,120.530685,4.06629901367188,Low,100.15440368652344,Healthy,Medium,Not required,26.87647705078125,Continue normal operation and routine condition monitoring.,4,3
83,125.0,117.55065155029295,123.0613021850586,11.108460426330566,92.28623962402344,125.0,100.93156433105467,125.0,24.068435668945312,-7.449348449707031,7.449348449707031,Low,Healthy,Manual review required,True,127.18412,9.633468449707038,Low,100.93156433105467,Healthy,Medium,Not required,26.254748535156264,Continue normal operation and routine condition monitoring.,4,3
