unit,observed_cycles,recent_window_used,initial_predicted_rul,final_predicted_rul,all_history_slope,recent_slope,recent_degradation_rate,recent_predicted_drop,recent_expected_drop,recent_decline_ratio,recent_prediction_range,recent_prediction_std,recent_residual_std,monotonicity_violation_rate,flat_step_rate,large_jump_count,largest_single_cycle_jump,trajectory_flag,raw_final_actual_rul,final_actual_rul,final_prediction_error,final_absolute_error
21,148,20,123.8825912475586,74.05229187011719,-0.1675756072040621,-1.3473547799246617,1.3473547799246617,29.31982421875,19.0,1.5431486430921053,39.572715759277344,11.170941952416001,8.026771522845815,0.42105263157894735,0.05263157894736842,2,12.056083679199219,Unstable trajectory,57.0,57.0,17.052291870117188,17.052291870117188
30,143,20,113.49634552001953,101.93264770507812,-0.16401315476679243,1.715359709316627,-1.715359709316627,-30.75446319580078,19.0,-1.6186559576737254,37.61956787109375,11.57185792971283,6.005925111498305,0.631578947368421,0.10526315789473684,3,11.081565856933594,Unstable trajectory,115.0,115.0,-13.067352294921875,13.067352294921875
43,172,20,118.54293823242188,62.80417251586914,-0.11141256706554893,-3.042056262941285,3.042056262941285,46.28059768676758,19.0,2.435820930882504,56.23875045776367,18.616870483547093,6.2360910750831104,0.42105263157894735,0.0,4,18.385147094726562,Unstable trajectory,59.0,59.0,3.8041725158691406,3.8041725158691406
45,152,20,105.0798568725586,62.45363235473633,-0.08618665364778365,-1.9340061646655098,1.9340061646655098,49.2343864440918,19.0,2.591283497057463,49.57424545288086,13.170649621073167,7.007023733084932,0.21052631578947367,0.15789473684210525,3,13.577922821044922,Unstable trajectory,114.0,114.0,-51.54636764526367,51.54636764526367
60,147,20,119.54199981689453,111.18151092529297,-0.06681627875196837,0.0236665195092235,-0.0236665195092235,0.240631103515625,19.0,0.012664794921875,14.789535522460938,4.1228987418459235,4.120639582961707,0.3157894736842105,0.10526315789473684,2,12.342247009277344,Unstable trajectory,100.0,100.0,11.181510925292969,11.181510925292969
63,155,20,105.957275390625,73.18814086914062,-0.24120830121485504,0.7246876938898704,-0.7246876938898704,9.075942993164062,19.0,0.4776812101665296,40.47083282470703,13.275851211044312,12.601041541994805,0.3157894736842105,0.10526315789473684,4,14.859458923339844,Unstable trajectory,72.0,72.0,1.188140869140625,1.188140869140625
69,54,20,117.83575439453125,107.22187805175781,0.39739868559563774,-0.7581122376864987,0.7581122376864987,12.045654296875,19.0,0.6339818050986842,38.23652648925781,7.389324399270006,5.957533390063658,0.2631578947368421,0.42105263157894735,3,26.972991943359375,Unstable trajectory,121.0,121.0,-13.778121948242188,13.778121948242188
70,152,20,113.23299407958984,104.86707305908203,-0.1295458420477966,-0.42739873326810646,0.42739873326810646,8.0430908203125,19.0,0.4233205694901316,25.26909637451172,7.500358636560266,7.083898143688357,0.21052631578947367,0.3157894736842105,2,18.635643005371094,Unstable trajectory,94.0,94.0,10.867073059082031,10.867073059082031
75,88,20,122.0738525390625,111.08346557617188,-0.06953524827730494,-0.6753002195429986,0.6753002195429986,12.378433227539062,19.0,0.6514964856599507,32.14837646484375,8.222444225573414,7.241931972274233,0.3684210526315789,0.05263157894736842,3,19.952682495117188,Unstable trajectory,113.0,113.0,-1.916534423828125,1.916534423828125
77,162,20,122.2628173828125,22.139747619628906,-0.5340105604898541,-2.864669926005202,2.864669926005202,60.79936981201172,19.0,3.199966832211143,75.23448181152344,19.533097625671072,10.425032590074835,0.21052631578947367,0.10526315789473684,2,37.54998016357422,Unstable trajectory,34.0,34.0,-11.860252380371094,11.860252380371094
79,101,20,122.59517669677734,59.26718521118164,-0.3824852343444297,-1.9319300400583386,1.9319300400583386,49.11994552612305,19.0,2.5852602908485816,49.11994552612305,14.207871244711308,8.818324413228453,0.3157894736842105,0.05263157894736842,6,18.4300537109375,Unstable trajectory,63.0,63.0,-3.7328147888183594,3.7328147888183594
80,133,20,117.78399658203125,94.31236267089844,-0.12107733058498463,-0.0649963665725583,0.0649963665725583,2.4510955810546875,19.0,0.12900503058182566,25.9482421875,6.3963304807428605,6.385340873746,0.3684210526315789,0.05263157894736842,4,18.775527954101562,Unstable trajectory,90.0,90.0,4.3123626708984375,4.3123626708984375
85,34,20,125.0,114.26608276367188,0.5644182238713555,3.0475380115939257,-3.0475380115939257,-42.81690979003906,19.0,-2.253521567896793,47.38629150390625,19.199515465593127,7.733849001040601,0.5263157894736842,0.3157894736842105,2,13.108848571777344,Unstable trajectory,118.0,118.0,-3.733917236328125,3.733917236328125
98,121,20,123.47584533691406,62.906402587890625,-0.3191401047881683,-1.9619527372202485,1.9619527372202485,40.55152893066406,19.0,2.13429099635074,50.3077507019043,16.37055371554459,11.832463073930153,0.21052631578947367,0.15789473684210525,6,19.415679931640625,Unstable trajectory,59.0,59.0,3.906402587890625,3.906402587890625
94,133,20,116.71951293945312,67.42640686035156,-0.4502240887889415,-0.014204005191200643,0.014204005191200643,-0.9179916381835938,19.0,-0.048315349378083884,10.844348907470703,2.8977156847964185,2.896557936116546,0.42105263157894735,0.05263157894736842,0,9.590934753417969,Weak degradation / plateau,55.0,55.0,12.426406860351562,12.426406860351562
